Num ppbs	979
Nucl time (y)	Nucl temp (°C)	x (vox)	y (vox)	z (vox)	Vol (cm^3)	Ext Vol(cm^3)	Rxn affinity (kJ/mol)
13274200	535	42	128	91	9.44766e-06	9.44766e-06	3.00282
13325600	535	32	21	41	0.000104486	0.000104486	13.9135
13330400	535	2	15	123	0.000803913	0.000803913	17.2228
13371000	535	40	56	74	9.6648e-05	9.6648e-05	8.86226
13383000	535	48	46	13	9.05444e-05	9.05444e-05	8.76395
13411000	535	11	134	76	9.26729e-05	9.26729e-05	9.82427
13460400	535	4	15	135	0.000965171	0.000965171	17.2291
13463400	535	93	88	42	2.7145e-05	2.7145e-05	7.17187
13475000	535	10	40	31	5.42489e-05	5.42489e-05	6.62466
13512800	535	110	111	70	0.000456058	0.000456058	17.2316
13557800	535	97	29	134	1.01514e-05	1.01514e-05	4.57687
13570600	535	56	14	44	6.91904e-05	6.91904e-05	8.44696
13622200	535	120	1	47	7.25696e-05	7.25696e-05	15.8407
13624800	535	20	91	23	1.5857e-05	1.5857e-05	4.71393
13636200	535	61	38	48	4.43698e-05	4.43698e-05	6.78999
13663800	535	8	66	131	0.000228173	0.000228173	13.6601
13673400	535	135	107	51	0.000586886	0.000586886	17.2394
13680600	535	66	9	17	2.37617e-05	2.37617e-05	3.56417
13702400	535	131	80	50	4.69526e-05	4.69526e-05	8.09347
13704000	535	26	64	79	8.8085e-05	8.8085e-05	12.9353
13718400	535	31	9	21	0.000215798	0.000215798	15.8319
13755400	535	22	9	115	0.00056597	0.00056597	17.2434
13756000	535	112	136	107	4.12503e-05	4.12503e-05	10.976
13757200	535	35	123	5	3.75194e-05	3.75194e-05	9.55016
13758800	535	7	103	77	0.000403511	0.000403511	17.2435
13786600	535	99	84	72	6.25973e-05	6.25973e-05	10.0797
13822000	535	87	33	11	2.31545e-05	2.31545e-05	4.64156
13834600	535	70	49	72	6.4851e-06	6.4851e-06	1.51314
13872600	535	102	11	35	6.44842e-05	6.44842e-05	17.249
13896800	535	28	29	86	3.12361e-05	3.12361e-05	5.55355
13935400	535	102	53	110	2.4465e-06	2.4465e-06	3.50958
13948200	535	120	42	109	1.73539e-05	1.73539e-05	6.17702
14027800	535	1	107	82	0.00011212	0.00011212	17.2565
14054600	535	113	20	7	0.00116237	0.00116237	17.2578
14056400	535	120	139	107	6.3918e-05	6.3918e-05	13.7274
14263800	535	9	93	34	1.25943e-05	1.25943e-05	6.44976
14338200	535	95	19	12	0.000195048	0.000195048	15.9889
14345400	535	25	135	22	3.01558e-05	3.01558e-05	11.3086
14357600	535	104	93	7	2.68637e-05	2.68637e-05	7.48784
14377000	535	21	32	80	0.000137315	0.000137315	15.9763
14402000	535	13	2	72	0.000143324	0.000143324	17.2746
14457000	535	27	126	4	3.18226e-05	3.18226e-05	13.3335
14585400	535	4	38	22	0.000223834	0.000223834	13.2075
14599000	535	105	80	78	3.69539e-05	3.69539e-05	12.0055
14600000	535	139	70	33	0.000228117	0.000228117	17.2841
14671200	535	5	34	78	3.50861e-05	3.50861e-05	12.9306
14692200	535	28	1	109	6.71657e-05	6.71657e-05	12.32
14715600	535	112	108	28	2.87906e-05	2.87906e-05	11.4059
14740000	535	13	37	75	0.000103625	0.000103625	17.2909
14811200	535	136	43	48	7.73297e-05	7.73297e-05	15.8161
14840200	535	34	135	115	7.29263e-05	7.29263e-05	14.9919
14875400	535	28	133	63	1.32483e-06	1.32483e-06	4.11925
14894400	535	48	34	4	3.51648e-05	3.51648e-05	7.21193
14906600	535	125	54	83	1.67093e-05	1.67093e-05	3.60629
14922800	535	112	46	8	6.76513e-05	6.76513e-05	6.77799
14923400	535	14	56	64	1.20334e-05	1.20334e-05	4.21351
14930200	535	110	135	35	2.77837e-05	2.77837e-05	5.79037
14982600	535	59	32	54	1.13653e-05	1.13653e-05	4.21799
15090600	535	12	1	33	6.89839e-05	6.89839e-05	10.0871
15162400	535	137	63	26	9.19336e-05	9.19336e-05	13.4334
15167800	535	33	42	74	8.26397e-05	8.26397e-05	15.0152
15236200	535	98	92	71	9.64042e-06	9.64042e-06	4.80904
15295600	535	138	65	10	6.74725e-05	6.74725e-05	7.23461
15296800	535	111	129	80	8.07557e-06	8.07557e-06	4.47996
15392400	535	43	9	140	0.000126372	0.000126372	11.9936
15403800	535	24	136	101	3.13938e-05	3.13938e-05	11.1926
15438600	535	1	56	27	2.11008e-05	2.11008e-05	2.19467
15504800	535	22	54	71	1.68488e-05	1.68488e-05	10.1455
15512400	535	38	7	16	1.3119e-05	1.3119e-05	6.23133
15621600	535	2	94	78	2.11525e-05	2.11525e-05	17.3335
15645600	535	137	46	63	6.94502e-06	6.94502e-06	4.93827
15651200	535	127	104	78	3.29616e-06	3.29616e-06	4.98069
15665400	535	140	35	12	8.31438e-05	8.31438e-05	9.42899
15700200	535	28	86	2	1.07799e-05	1.07799e-05	5.55729
15911000	535	136	132	34	2.39728e-05	2.39728e-05	9.19277
16098800	535	137	32	137	0.000222973	0.000222973	17.3565
16138800	535	140	63	26	8.51417e-06	8.51417e-06	6.32257
16237400	535	112	137	11	0.00022736	0.00022736	17.3632
16292400	535	110	130	21	2.15013e-05	2.15013e-05	6.31812
16349600	535	107	132	4	0.00022809	0.00022809	17.3686
16856600	535	5	14	25	3.49369e-05	3.49369e-05	7.61317
18082200	535	20	3	133	0.000166785	0.000166785	17.4523
18517600	535	9	2	138	0.00012217	0.00012217	17.4733
18670400	535	119	18	3	6.49408e-06	6.49408e-06	3.89961
18773200	535	5	52	1	6.20504e-05	6.20504e-05	17.4856
